"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: MolGen LogicalModel FHIR Mapping"
"LogicalModelMolGen","LogicalModelMolGen","","","",0,*,"","","","null {[]} {[]}
"LogicalModelMolGen.Methoden.StartUndEndnukleotid","LogicalModelMolGen.Methoden.StartUndEndnukleotid","","","",0,1,"","","","Range {[]} {[]}
","Start- und Endnukleotid","Start- und Endnukleotid","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Methoden.StartUndEndnukleotid",0,1,"","","Observation.component:exact-start-end"
"LogicalModelMolGen.Methoden.SensitivitaetDetektionslimit","LogicalModelMolGen.Methoden.SensitivitaetDetektionslimit","","","",0,1,"","","","Quantity {[]} {[]}
","Sensitivität/Detektionslimit","Sensitivität/Detektionslimit","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Methoden.SensitivitaetDetektionslimit",0,1,"","","Observation.component:detection-limit"
"LogicalModelMolGen.Methoden.LimitierungenBemerkungen","LogicalModelMolGen.Methoden.LimitierungenBemerkungen","","","",0,*,"","","","Annotation {[]} {[]}
","Limitierungen/Bemerkungen","Limitierungen/Bemerkungen, Freitext","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Methoden.LimitierungenBemerkungen",0,*,"","","Observation.note"
"LogicalModelMolGen.Ergebnisse","LogicalModelMolGen.Ergebnisse","","","",0,*,"","","","BackboneElement {[]} {[]}
","Ergebnisse","Ergebnisse","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"LogicalModelMolGen.Ergebnisse.id","LogicalModelMolGen.Ergebnisse.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"LogicalModelMolGen.Ergebnisse.extension","LogicalModelMolGen.Ergebnisse.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"LogicalModelMolGen.Ergebnisse.modifierExtension","LogicalModelMolGen.Ergebnisse.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"LogicalModelMolGen.Ergebnisse.Zusammenfassung","LogicalModelMolGen.Ergebnisse.Zusammenfassung","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Zusammenfassung","Zusammenfassung","","","","","","","","","",,"required","","http://loinc.org/vs/LL541-4","",,,,"LogicalModelMolGen.Ergebnisse.Zusammenfassung",0,1,"","","Observation.valueCodeableConcept"
"LogicalModelMolGen.Ergebnisse.Veraenderungen","LogicalModelMolGen.Ergebnisse.Veraenderungen","","","",0,*,"","","","BackboneElement {[]} {[]}
","Veränderungen","Veränderungen","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.id","LogicalModelMolGen.Ergebnisse.Veraenderungen.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"LogicalModelMolGen.Ergebnisse.Veraenderungen.extension","LogicalModelMolGen.Ergebnisse.Veraenderungen.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.modifierExtension","LogicalModelMolGen.Ergebnisse.Veraenderungen.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.VeraenderungProteinebene","LogicalModelMolGen.Ergebnisse.Veraenderungen.VeraenderungProteinebene","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Veränderungen auf Proteinebene: Terminologie: HGVS - Angabe möglich von: Formal Protein (pHGVS) 3-letter code:  Bsp.: p.(Cys47Tyr),  p.(Val600Glu) - Formal Protein (pHGVS) 1-letter code:  Bsp.: p.(C47Y) - Trivialname (Kurzform):  Bsp.: C47Y","Veränderungen auf Proteinebene: Terminologie: HGVS - Angabe möglich von: Formal Protein (pHGVS) 3-letter code:  Bsp.: p.(Cys47Tyr),  p.(Val600Glu) - Formal Protein (pHGVS) 1-letter code:  Bsp.: p.(C47Y) - Trivialname (Kurzform):  Bsp.: C47Y","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.VeraenderungProteinebene",0,1,"","","Observation.component:protein-hgvs"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.DNAVeraenderungen","LogicalModelMolGen.Ergebnisse.Veraenderungen.DNAVeraenderungen","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Veränderung auf DNA-Level, formale Beschreibung  mittels cHGVS","Veränderung auf DNA-Level, formale Beschreibung  mittels cHGVS","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.DNAVeraenderungen",0,1,"","","Observation.component:coding-hgvs"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.GenomischeDNAVeraenderung","LogicalModelMolGen.Ergebnisse.Veraenderungen.GenomischeDNAVeraenderung","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Genomische DNA Veränderung gHGVS","Genomische DNA Veränderung gHGVS","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.GenomischeDNAVeraenderung",0,1,"","","Observation.component:genomic-hgvs"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.TranskriptID","LogicalModelMolGen.Ergebnisse.Veraenderungen.TranskriptID","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Transkript- ID (Code) - Terminologie: NCBI, Ensembl, GTR, LRG","Transkript- ID (Code) - Terminologie: NCBI, Ensembl, GTR, LRG","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.TranskriptID",0,1,"","","Observation.component:transcript-ref-seq"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.Referenzgenom","LogicalModelMolGen.Ergebnisse.Veraenderungen.Referenzgenom","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Referenzgenom - Der Genome Build hat zwei Formate, entweder hg und eine Nummer (hg18, hg19, hg38) oder GRCh/NCBI und eine Nummer (NCBI35, NCBI36, GRCh37, GRCh38).","Referenzgenom - Der Genome Build hat zwei Formate, entweder hg und eine Nummer (hg18, hg19, hg38) oder GRCh/NCBI und eine Nummer (NCBI35, NCBI36, GRCh37, GRCh38).","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.Referenzgenom",0,*,"","","Observation.component:reference-sequence-assembly"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.RefAllel","LogicalModelMolGen.Ergebnisse.Veraenderungen.RefAllel","","","",0,1,"","","","string {[]} {[]}
","Referenzallel","Referenzallel","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.RefAllel",0,1,"","","Observation.component:ref-allele"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.AltAllel","LogicalModelMolGen.Ergebnisse.Veraenderungen.AltAllel","","","",0,1,"","","","string {[]} {[]}
","Jedes alternative (ALT) Allel an dem untersuchten Lokus","Jedes alternative (ALT) Allel an dem untersuchten Lokus","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.AltAllel",0,1,"","","Observation.component:alt-allele"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.DNAMutationstyp","LogicalModelMolGen.Ergebnisse.Veraenderungen.DNAMutationstyp","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Varianten-Typ bzw. Mutationsart - Terminologie: Sequence Ontology (include codes from http://sequenceontology.org where concept IsA SO:0002072)","Varianten-Typ bzw. Mutationsart - Terminologie: Sequence Ontology (include codes from http://sequenceontology.org where concept IsA SO:0002072)","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.DNAMutationstyp",0,1,"","","Observation.component:coding-change-type"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.MutationskonsequenzFunktionell","LogicalModelMolGen.Ergebnisse.Veraenderungen.MutationskonsequenzFunktionell","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Mutationskonsequenz (funktionell) - Terminologie: Sequence Ontology","Mutationskonsequenz (funktionell) - Terminologie: Sequence Ontology","","","","","","","","","",,"required","","http://loinc.org/vs/LL380-7","",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.MutationskonsequenzFunktionell",0,1,"","","Observation.component:amino-acid-change-type"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.ProbenAllelfrequenz","LogicalModelMolGen.Ergebnisse.Veraenderungen.ProbenAllelfrequenz","","","",0,1,"","","","Quantity {[]} {[]}
","Allelfrequenz","Allelfrequenz","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.ProbenAllelfrequenz",0,1,"","","Observation.component:sample-allelic-frequency"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.UrsprungDerVariante","LogicalModelMolGen.Ergebnisse.Veraenderungen.UrsprungDerVariante","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Ursprung der Variante","Ursprung der Variante","","","","","","","","","",,"required","","http://loinc.org/vs/LL378-1","",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.UrsprungDerVariante",0,1,"","","Observation.component:genomic-source-class"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.VariantenID","LogicalModelMolGen.Ergebnisse.Veraenderungen.VariantenID","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Varianten ID; eindeutige Beschreibung der Variante - Terminologie: ClinVar, HGMD, COSMIC, PMID, dbSNP","Varianten ID; eindeutige Beschreibung der Variante - Terminologie: ClinVar, HGMD, COSMIC, PMID, dbSNP","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.VariantenID",0,*,"","","Observation.component:variation-code"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.Chromosom","LogicalModelMolGen.Ergebnisse.Veraenderungen.Chromosom","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Chromosom","Chromosom","","","","","","","","","",,"required","","http://loinc.org/vs/LL2938-0","",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.Chromosom",0,*,"","","Observation.component:chromosome-identifier"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.Exon","LogicalModelMolGen.Ergebnisse.Veraenderungen.Exon","","","",0,*,"","","","string {[]} {[]}
","Exon","Exon","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.Exon",0,*,"","","Observation.component:dna-region"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.ZytogenetischeLokalisierung","LogicalModelMolGen.Ergebnisse.Veraenderungen.ZytogenetischeLokalisierung","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Variante - Terminologie: ISCN","Variante - Terminologie: ISCN","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.ZytogenetischeLokalisierung",0,*,"","","Observation.component:cytogenetic-location"
"LogicalModelMolGen.Ergebnisse.Veraenderungen.Kopienzahlvariationen","LogicalModelMolGen.Ergebnisse.Veraenderungen.Kopienzahlvariationen","","","",0,1,"","","","Quantity {[]} {[]}
","Kopienzahlvariationen der betroffenen Gene","Kopienzahlvariationen der betroffenen Gene","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.Kopienzahlvariationen",0,1,"","","Observation.component:copy-number"
"LogicalModelMolGen.Ergebnisse.Mutationslast","LogicalModelMolGen.Ergebnisse.Mutationslast","","","",0,1,"","","","Quantity {[]} {[]}
","Somat. Mutationen / Mutationslast","Somat. Mutationen / Mutationslast","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Mutationslast",0,1,"","","Observation.valueQuantity"
"LogicalModelMolGen.Ergebnisse.Mikrosatelliteninstabilitaet","LogicalModelMolGen.Ergebnisse.Mikrosatelliteninstabilitaet","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Mikrosatelliteninstabilität","Mikrosatelliteninstabilität","","","","","","","","","",,"extensible","","http://loinc.org/vs/LL3994-2","",,,,"LogicalModelMolGen.Ergebnisse.Mikrosatelliteninstabilitaet",0,1,"","","Observation.valueCodeableConcept"
"LogicalModelMolGen.Ergebnisse.Daten","LogicalModelMolGen.Ergebnisse.Daten","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/DocumentReference]]}
","Rohdaten / Link auf die Datei/Dateien","Rohdaten / Link auf die Datei/Dateien","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Daten",0,*,"","","DocumentReference"
"LogicalModelMolGen.Interpretation","LogicalModelMolGen.Interpretation","","","",0,*,"","","","BackboneElement {[]} {[]}
","Interpretation","Interpretation","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Interpretation",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"LogicalModelMolGen.Interpretation.id","LogicalModelMolGen.Interpretation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"LogicalModelMolGen.Interpretation.extension","LogicalModelMolGen.Interpretation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"LogicalModelMolGen.Interpretation.modifierExtension","LogicalModelMolGen.Interpretation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"LogicalModelMolGen.Interpretation.KlinischeSignifikanz","LogicalModelMolGen.Interpretation.KlinischeSignifikanz","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Finale Interpretation / Einschätzung","Finale Interpretation / Einschätzung","","","","","","","","","",,"extensible","","http://loinc.org/vs/LL4034-6","",,,,"LogicalModelMolGen.Interpretation.KlinischeSignifikanz",0,1,"","","Observation.component:clinical-significance"
"LogicalModelMolGen.Interpretation.Referenzen","LogicalModelMolGen.Interpretation.Referenzen","","","",0,*,"","","","RelatedArtifact {[]} {[]}
","Referenzen","Referenzen","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Interpretation.Referenzen",0,*,"","","RelatedArtifact"
"LogicalModelMolGen.Interpretation.ClinicalAnnotationLevelOfEvidence","LogicalModelMolGen.Interpretation.ClinicalAnnotationLevelOfEvidence","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Clinical Annotation Level Of Evidence","Clinical Annotation Level Of Evidence","","","","","","","","","",,"example","","http://hl7.org/fhir/uv/genomics-reporting/ValueSet/evidence-level-example-vs","",,,,"LogicalModelMolGen.Interpretation.ClinicalAnnotationLevelOfEvidence",0,*,"","","Observation.component:evidence-level"
"LogicalModelMolGen.Interpretation.AssoziierterPhaenotyp","LogicalModelMolGen.Interpretation.AssoziierterPhaenotyp","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Mit Präsenz einer Variante assoziierter Phänotyp","Mit Präsenz einer Variante assoziierter Phänotyp","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Interpretation.AssoziierterPhaenotyp",0,*,"","","Observation.component:predicted-phenotype","Observation.component:phenotypic-treatment-context"
"LogicalModelMolGen.Interpretation.Vererbungsmodus","LogicalModelMolGen.Interpretation.Vererbungsmodus","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Art der Vererbung für beschriebenen Phänotyp","Art der Vererbung für beschriebenen Phänotyp","","","","","","","","","",,"preferred","","http://hl7.org/fhir/uv/genomics-reporting/ValueSet/condition-inheritance-mode-vs","",,,,"LogicalModelMolGen.Interpretation.Vererbungsmodus",0,1,"","","Observation.component:mode-of-inheritance"
"LogicalModelMolGen.Interpretation.Zusammenfassung","LogicalModelMolGen.Interpretation.Zusammenfassung","","","",0,1,"","","","string {[]} {[]}
","Zusammenfassung als Freitext, kann inhaltlich folgende Punkte beinhalten: Antwort auf ursprüngliche Fragestellung ausformuliert Therapeutikum/Wirkstoff/Wirkstoffklasse Effekt/Auswirkung","Zusammenfassung als Freitext, kann inhaltlich folgende Punkte beinhalten: Antwort auf ursprüngliche Fragestellung ausformuliert Therapeutikum/Wirkstoff/Wirkstoffklasse Effekt/Auswirkung","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Interpretation.Zusammenfassung",0,1,"","","Observation.component:conclusion-string"
"LogicalModelMolGen.Interpretation.Medikamentenbewertung","LogicalModelMolGen.Interpretation.Medikamentenbewertung","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Medikamentenbewertung","Medikamentenbewertung","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Interpretation.Medikamentenbewertung",0,*,"",""
"LogicalModelMolGen.Interpretation.Empfehlungen","LogicalModelMolGen.Interpretation.Empfehlungen","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Empfehlungen: Andere/Allgemeine Empfehlungen (Freitext / Links) / Generelle ergänzende Referenz(en) (Bsp: PuMed-link / PMID)","Empfehlungen: Andere/Allgemeine Empfehlungen (Freitext / Links) / Generelle ergänzende Referenz(en) (Bsp: PuMed-link / PMID)","","","","","","","","","",,"extensible","","http://loinc.org/vs/LL1037-2","",,,,"LogicalModelMolGen.Interpretation.Empfehlungen",0,1,"","","Task.code"
"LogicalModelMolGen.Interpretation.Medikationsempfehlung","LogicalModelMolGen.Interpretation.Medikationsempfehlung","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Medikationsempfehlung - Terminologie: LOINC","Medikationsempfehlung - Terminologie: LOINC","","","","","","","","","",,"required","","http://loinc.org/vs/LL4049-4","",,,,"LogicalModelMolGen.Interpretation.Medikationsempfehlung",0,1,"","","Task.code"
"LogicalModelMolGen.Weiteres","LogicalModelMolGen.Weiteres","","","",0,*,"","","","BackboneElement {[]} {[]}
","WeiteresFormales","WeiteresFormales","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Weiteres",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"LogicalModelMolGen.Weiteres.id","LogicalModelMolGen.Weiteres.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"LogicalModelMolGen.Weiteres.extension","LogicalModelMolGen.Weiteres.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"LogicalModelMolGen.Weiteres.modifierExtension","LogicalModelMolGen.Weiteres.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"LogicalModelMolGen.Weiteres.BerichtID","LogicalModelMolGen.Weiteres.BerichtID","","","",0,*,"","","","Identifier {[]} {[]}
","Identifikationsnummer des Berichtes","Identifikationsnummer des Berichtes","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Weiteres.BerichtID",0,*,"","","DiagnosticReport.identifier"
"LogicalModelMolGen.Weiteres.Anhaenge","LogicalModelMolGen.Weiteres.Anhaenge","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Media], CanonicalType[http://hl7.org/fhir/StructureDefinition/DocumentReference]]}
","Anhänge z.B. Tabellarische Übersicht Panel","Anhänge z.B. Tabellarische Übersicht Panel","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Weiteres.Anhaenge",0,*,"","","Media","DocumentReference"
"LogicalModelMolGen.Weiteres.Berichtstatus","LogicalModelMolGen.Weiteres.Berichtstatus","","","",1,1,"","","","code {[]} {[]}
","Berichtstatus (z.B. vorab oder final)","Berichtstatus (z.B. vorab oder final)","","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/diagnostic-report-status","",,,,"LogicalModelMolGen.Weiteres.Berichtstatus",1,1,"","","DiagnosticReport.status"
